accuracy,loss,val_accuracy,val_loss
0.8685947060585022,1.4954971075057983,0.800000011920929,1.3974201679229736
0.953125,0.6596071124076843,0.699999988079071,2.0634264945983887
0.955551266670227,0.24654994904994965,0.699999988079071,2.3091344833374023
0.953125,0.21720179915428162,0.699999988079071,2.1180388927459717
0.9640915989875793,0.16145895421504974,0.5,5.785243034362793
0.9375,0.7948467135429382,0.800000011920929,1.8965317010879517
0.9677795171737671,0.15744183957576752,0.800000011920929,0.9839574694633484
0.984375,0.03499174490571022,0.800000011920929,0.8101827502250671
0.9749611616134644,0.13024094700813293,0.5,4.737584114074707
1.0,0.0015143388882279396,0.699999988079071,3.747554063796997
0.9763198494911194,0.08664778620004654,0.800000011920929,1.6161491870880127
0.984375,0.02140875719487667,0.800000011920929,2.0751307010650635
0.9825310707092285,0.07146770507097244,0.800000011920929,0.6175007820129395
0.953125,0.10947456955909729,0.800000011920929,0.7322624325752258
0.9844720363616943,0.05969681218266487,0.8999999761581421,0.1276634782552719
0.953125,0.22170352935791016,0.800000011920929,0.8663662672042847
0.9866071343421936,0.06005633622407913,0.8999999761581421,0.3640354871749878
0.984375,0.01457213144749403,0.800000011920929,0.6615918874740601
0.9916537404060364,0.02052956260740757,0.699999988079071,1.7590736150741577
0.984375,0.01778918318450451,0.8999999761581421,0.7393427491188049
0.9959239363670349,0.010995793156325817,0.8999999761581421,0.4210217595100403
0.984375,0.015658613294363022,0.800000011920929,1.0942946672439575
0.9988353848457336,0.0036508652847260237,0.800000011920929,0.7293893694877625
1.0,0.001338114496320486,0.8999999761581421,0.39901497960090637
0.9939829111099243,0.014532136730849743,0.8999999761581421,0.9669746160507202
0.984375,0.05905495584011078,0.8999999761581421,0.8030902147293091
0.9972826242446899,0.009140003472566605,0.800000011920929,0.6546628475189209
1.0,0.0017063203267753124,0.8999999761581421,0.44384461641311646
0.9972826242446899,0.009046589955687523,0.800000011920929,0.8015578985214233
1.0,0.0024902503937482834,0.8999999761581421,0.6471840143203735
0.9974766969680786,0.005976819898933172,0.800000011920929,1.039926290512085
1.0,0.00010404399654362351,0.699999988079071,1.4973104000091553
1.0,0.0005880816606804729,0.800000011920929,0.9651239514350891
1.0,0.0009555310825817287,0.699999988079071,1.6427396535873413
1.0,0.000327647925587371,0.800000011920929,0.8907877206802368
1.0,3.410111094126478e-05,0.8999999761581421,0.5100341439247131
1.0,0.00027314131148159504,0.8999999761581421,0.44935327768325806
1.0,3.155786180286668e-05,0.8999999761581421,0.35234782099723816
1.0,0.00023844005772843957,0.699999988079071,1.361574649810791
1.0,7.858703611418605e-05,0.800000011920929,0.7759565114974976
1.0,0.00021670783462468535,0.8999999761581421,0.6323832273483276
1.0,0.0001322436728514731,0.800000011920929,1.0106450319290161
1.0,0.00020627422782126814,0.800000011920929,0.9218299984931946
1.0,0.00014590728096663952,0.8999999761581421,0.5838530659675598
1.0,0.000192269217222929,0.800000011920929,0.9972688555717468
1.0,0.00012081750901415944,0.800000011920929,0.9416963458061218
1.0,0.00018916989210993052,0.800000011920929,0.8523510098457336
1.0,3.127413947368041e-05,0.800000011920929,0.8625971674919128
1.0,0.0001718370185699314,1.0,0.009806737303733826
1.0,0.00011204302427358925,0.699999988079071,1.404618501663208
